WISEID,Answer,KIScore
153856,Because they both get energy from the sun in my opinion.,4
153859,the anserwser is A because it traps the ray from the sin and makes them into infrared and turn them it to heat cells,4
153863,Because it shows that  it iss heating up,2
153864,"(1) they are both similar because they both have the solar energy going strati to the object
(2)   they are also similar because they both are like a solar oven in the green house the glass heats up the plant or whats inside the picture B it is also like a solar oven because the sun beams down on the planet which makes the planet hot.",4
153905,It shows how the heat will rise the oven's temperature and how the heat will exit.,2
153908,"1. One reason is that both are are collecting heat
2. Another reason is that they both collect heat and doesn't let the heat leave",3
153909,Both picture trap the waem inside just like a solar oven. Another reason is tinfoil is kind of like glass and they both atract the sun.,4
153910,"1. The glass panels keep the heat from escaping.
2.It is also closed.",3
153911,"one both sun rays bounce off a solid object and back into space
two both solid objects have something growing in the place",4
153913,"because the both get hot air
both gets hot air and produces air",3
153914,"Yes, they  are both similar to a solar oven. They are both similar to a solar oven because the sun i the use of energy. The sun goes into the greenhouse (solar oven) and can leave the solar oven (greenhouse).",4
153915,they both need sun,3
153916,I think picture B is more similar because the some of the heat bounces back out like the solar oven.,2
153917,"1.They are a like because they reflect the sun 
2.They also are a like because they are like solar ovens",3
153918,you need sunlight for the soler oven and you need to work,3
153919,I think picture A represents it the most because the glass lets the sun in but doesnt let it back out. Also because the plants are in somthin that heats them.,3
153921,I think a because there is heat coming into the green house like the heat going into a solar oven.,2
153922,it acts like a very slight oven,2
153923,My first reason is that it keeps the earth warm and my next reason is that kind of sucks in the heat and doesn't release it so it keeps the earth warm,3
153924,because they both give heat they both get heat,2
153925,the plants get hot and it helps something,2
153926,No because the heat from the sun is hitting the plants and in solar ovens the heat is forming inside.,2
153927,no because a solar oven needs boyloing water and 2 it needs water,2
153928,My first reason is the solar oven will absorb the suns heat to cook and the heat will most likely stay inside like he green house. Another reason is because both oven and the greenhouse absorbs the sun's heat.,4
153929,both are similar because they let in energy and let out cool air.,4
153930,"1. They have heat.
2.They have temperature changes.",2
153931,its like the same because an oven is like a box with heat and the picture is like a big oven that gets heat by the sun,2
153932,Theiri ar,1
153933,They are both similar because they have sunlight and panels and they help the plants.,4
